time,flux,error
2457824.88526,1.00211012892,0.000543640369868
2457824.88564,1.00097352083,0.000543640369868
2457824.88601,0.999136538048,0.000553262323317
2457824.88639,1.00267543136,0.000558073300041
2457824.88677,1.00057230618,0.000562884276766
2457824.88715,1.00125767285,0.000543640369868
2457824.88756,1.0004622473,0.000538829393143
2457824.88795,1.00090948658,0.000538829393143
2457824.88833,1.00086446249,0.000538829393143
2457824.8887,1.00046024623,0.000538829393143
2457824.88908,1.00097452137,0.000534018416419
2457824.88946,1.00036419484,0.000538829393143
2457824.88983,1.00000400214,0.000538829393143
2457824.89021,1.00085745874,0.000562884276766
2457824.89059,1.00134271835,0.000548451346592
2457824.89097,1.00024413061,0.000553262323317
2457824.89135,1.00085545767,0.000538829393143
2457824.89173,0.999976987688,0.000534018416419
2457824.89211,1.00062733562,0.000538829393143
2457824.89249,0.999833911142,0.000538829393143
2457824.89287,1.00032017129,0.000538829393143
2457824.89324,0.998773343739,0.000534018416419
2457824.89362,0.998885403691,0.000534018416419
2457824.894,0.998394140865,0.000534018416419
2457824.89437,1.00184098493,0.000538829393143
2457824.89475,1.00024513115,0.000534018416419
2457824.89513,1.00085145553,0.000534018416419
2457824.89551,1.00115861986,0.000534018416419
2457824.89589,0.99891742082,0.000534018416419
2457824.89627,1.00011105942,0.000534018416419
2457824.89664,1.00130669908,0.000534018416419
2457824.89703,1.00051827728,0.000534018416419
2457824.8974,1.0010405567,0.000534018416419
2457824.89778,1.00148779597,0.000534018416419
2457824.89816,1.00008204389,0.000534018416419
2457824.89854,1.00094550585,0.000534018416419
2457824.89892,1.00074739986,0.000534018416419
2457824.8993,1.00015008029,0.000538829393143
2457824.8997,1.00127168035,0.000558073300041
2457824.90007,0.999835912213,0.000538829393143
2457824.90045,1.00047725533,0.000534018416419
2457824.90083,1.00064234365,0.000553262323317
2457824.9012,1.00048525961,0.000558073300041
2457824.90158,1.00248432912,0.000572506230215
2457824.90196,1.0013297114,0.000543640369868
2457824.90233,1.00056530244,0.000534018416419
2457824.90271,1.00022712151,0.000529207439694
2457824.90309,0.999985992506,0.000534018416419
2457824.90347,1.00315068562,0.000538829393143
2457824.90385,1.00123165894,0.000534018416419
2457824.90423,1.00087246677,0.000529207439694
2457824.90461,1.00089147694,0.00052439646297
2457824.90498,1.00018409849,0.00052439646297
2457824.90536,0.999496730751,0.00052439646297
2457824.90574,1.0010065385,0.000529207439694
2457824.90612,1.00109958828,0.000529207439694
2457824.90649,1.00103955616,0.000529207439694
2457824.90687,0.999558763939,0.00052439646297
2457824.90725,0.9999829909,0.000529207439694
2457824.90763,0.999811899366,0.000534018416419
2457824.90801,0.9992315889,0.00052439646297
2457824.90838,1.0004422366,0.00052439646297
2457824.90876,1.00026814346,0.00052439646297
2457824.90914,1.00018409849,0.00052439646297
2457824.90951,1.00009405032,0.00052439646297
2457824.90989,1.00096051387,0.000519585486245
2457824.91027,1.00075840575,0.000519585486245
2457824.91065,1.00033317825,0.000514774509521
2457824.91103,1.00006103265,0.000519585486245
2457824.9114,0.999553761262,0.000514774509521
2457824.91178,1.00035318896,0.00052439646297
2457824.91217,1.00100253636,0.000519585486245
2457824.91255,1.00040321572,0.000529207439694
2457824.91292,1.00033417879,0.000519585486245
2457824.9133,1.00171992016,0.000514774509521
2457824.91368,1.00145477831,0.000514774509521
2457824.91406,1.00048826122,0.000534018416419
2457824.91443,0.999939967883,0.000538829393143
2457824.91481,1.0016588875,0.000543640369868
2457824.91518,1.00028715363,0.000514774509521
2457824.91556,1.00040321572,0.000514774509521
2457824.91595,1.00085445713,0.000514774509521
2457824.91634,1.0006323383,0.000519585486245
2457824.91672,1.00045024088,0.000514774509521
2457824.91709,0.999962980194,0.000509963532796
2457824.91747,1.00015108083,0.000509963532796
2457824.91785,1.00010305513,0.000509963532796
2457824.91823,1.00115161611,0.000509963532796
2457824.9186,0.999241594253,0.000514774509521
2457824.91898,0.999903948613,0.000505152556072
2457824.91937,0.999560765009,0.000519585486245
2457824.91974,1.00042222589,0.000519585486245
2457824.92013,0.999147543936,0.000505152556072
2457824.92051,0.999798892407,0.000505152556072
2457824.92089,0.999033482913,0.000505152556072
2457824.92128,0.998280079843,0.000505152556072
2457824.92165,0.998316099113,0.000505152556072
2457824.92203,0.996829303677,0.000505152556072
2457824.92241,0.997533680519,0.000505152556072
2457824.92279,0.99612192523,0.000500341579347
2457824.92316,0.995815761432,0.000509963532796
2457824.92354,0.996149940218,0.000505152556072
2457824.92392,0.995305488436,0.000505152556072
2457824.9243,0.994127858404,0.000500341579347
2457824.9247,0.99507336425,0.000505152556072
2457824.92507,0.993130324724,0.000500341579347
2457824.92545,0.992977242825,0.000500341579347
2457824.92583,0.991958697903,0.000500341579347
2457824.9262,0.99189366311,0.000500341579347
2457824.92658,0.990171741882,0.000505152556072
2457824.92696,0.991080227922,0.000500341579347
2457824.92733,0.991082228993,0.000495530602623
2457824.92772,0.989312282071,0.000495530602623
2457824.9281,0.988413801384,0.000495530602623
2457824.92847,0.988361773549,0.000500341579347
2457824.92885,0.987959558364,0.000500341579347
2457824.92923,0.988590896129,0.000500341579347
2457824.92961,0.987645390284,0.000495530602623
2457824.92999,0.986458755434,0.000495530602623
2457824.93037,0.986295668182,0.000495530602623
2457824.93074,0.986308675141,0.000495530602623
2457824.93112,0.985694346475,0.000495530602623
2457824.9315,0.984711820824,0.000490719625898
2457824.93187,0.984804870606,0.000490719625898
2457824.93225,0.983076946166,0.000495530602623
2457824.93264,0.982806801639,0.000490719625898
2457824.93303,0.984114501258,0.000490719625898
2457824.9334,0.982394581101,0.000490719625898
2457824.93378,0.982039391074,0.000490719625898
2457824.93416,0.98104686007,0.000485908649174
2457824.93453,0.981187935546,0.000485908649174
2457824.93491,0.98069867379,0.000485908649174
2457824.93529,0.97963310371,0.000485908649174
2457824.93566,0.980009304978,0.000485908649174
2457824.93604,0.979632103175,0.000485908649174
2457824.93642,0.979668122446,0.000485908649174
2457824.93681,0.978276377862,0.000485908649174
2457824.93718,0.978541519713,0.000485908649174
2457824.93756,0.977841145013,0.000485908649174
2457824.93794,0.978191332363,0.000481097672449
2457824.93831,0.97882867334,0.000485908649174
2457824.93869,0.978062263311,0.000481097672449
2457824.93907,0.977843146083,0.000481097672449
2457824.93945,0.97632833566,0.000481097672449
2457824.93982,0.978732621953,0.000481097672449
2457824.9402,0.976978683596,0.000481097672449
2457824.94058,0.976814595809,0.000481097672449
2457824.94097,0.976692530504,0.000481097672449
2457824.94136,0.975821064269,0.000481097672449
2457824.94174,0.97577003697,0.000481097672449
2457824.94211,0.975983150986,0.000485908649174
2457824.94249,0.975721010741,0.000485908649174
2457824.94287,0.975898105486,0.000481097672449
2457824.94325,0.975210737745,0.000481097672449
2457824.94362,0.976545451817,0.000481097672449
2457824.944,0.975370823391,0.000481097672449
2457824.94437,0.976298319601,0.000485908649174
2457824.94475,0.974473343239,0.000485908649174
2457824.94514,0.974273236181,0.000495530602623
2457824.94552,0.975116687428,0.000481097672449
2457824.94589,0.97578904714,0.000485908649174
2457824.94627,0.974964606064,0.000481097672449
2457824.94665,0.97458340212,0.000481097672449
2457824.94703,0.974900571806,0.000481097672449
2457824.9474,0.974222208882,0.000485908649174
2457824.94778,0.975628961494,0.000485908649174
2457824.94816,0.975235751127,0.000495530602623
2457824.94853,0.974695462072,0.000490719625898
2457824.94891,0.974765499542,0.000485908649174
2457824.9493,0.977044718925,0.000485908649174
2457824.94968,0.974570395161,0.000481097672449
2457824.95006,0.974308254916,0.000481097672449
2457824.95046,0.975355815361,0.000481097672449
2457824.95083,0.976652509092,0.000485908649174
2457824.95121,0.975380828743,0.000481097672449
2457824.95159,0.975064659593,0.000481097672449
2457824.95196,0.974647436378,0.000485908649174
2457824.95234,0.975461872102,0.000481097672449
2457824.95272,0.976286313178,0.000481097672449
2457824.9531,0.976390368847,0.000481097672449
2457824.95347,0.978348416403,0.000481097672449
2457824.95386,0.976573466805,0.000476286695725
2457824.95424,0.978549523995,0.000481097672449
2457824.95461,0.97755299085,0.000476286695725
2457824.95499,0.977827137519,0.000476286695725
2457824.95537,0.978476484919,0.000476286695725
2457824.95574,0.977898175524,0.000476286695725
2457824.95612,0.978160315769,0.000476286695725
2457824.9565,0.979287919037,0.000471475719
2457824.95688,0.978354419614,0.000471475719
2457824.95725,0.979311931884,0.000471475719
2457824.95763,0.980177394906,0.000471475719
2457824.95801,0.980472552816,0.000471475719
2457824.95839,0.979949272861,0.000471475719
2457824.95876,0.980742697343,0.000471475719
2457824.95914,0.981140910387,0.000471475719
2457824.95953,0.981587149125,0.000471475719
2457824.95991,0.982922863732,0.000476286695725
2457824.96028,0.982412590736,0.000471475719
2457824.96066,0.981761242265,0.000476286695725
2457824.96105,0.982728759887,0.000471475719
2457824.96142,0.98480387007,0.000476286695725
2457824.96181,0.983931403301,0.000476286695725
2457824.96219,0.986462757575,0.000476286695725
2457824.96257,0.984377642038,0.000471475719
2457824.96295,0.986437744193,0.000476286695725
2457824.96333,0.986464758646,0.000476286695725
2457824.96371,0.986523790228,0.000476286695725
2457824.96408,0.987297204004,0.000476286695725
2457824.96446,0.988987108103,0.000476286695725
2457824.96484,0.989860575408,0.000476286695725
2457824.96523,0.98910016859,0.000476286695725
2457824.96562,0.989682480127,0.000476286695725
2457824.966,0.988727969464,0.000476286695725
2457824.96637,0.989428344164,0.000476286695725
2457824.96675,0.991976707539,0.000476286695725
2457824.96715,0.992527001946,0.000476286695725
2457824.96753,0.994017799523,0.000476286695725
2457824.9679,0.993704631978,0.000476286695725
2457824.96828,0.993620587014,0.000476286695725
2457824.96866,0.994254926386,0.000476286695725
2457824.96904,0.993460501368,0.000476286695725
2457824.96941,0.994921282886,0.000476286695725
2457824.96979,0.996746259249,0.000471475719
2457824.97017,0.995713706833,0.000471475719
2457824.97055,0.99591181282,0.000471475719
2457824.97094,0.996379062799,0.000471475719
2457824.97132,0.99804495405,0.000471475719
2457824.97169,0.99683930903,0.000471475719
2457824.97209,0.998019940668,0.000471475719
2457824.97246,0.998422155853,0.000471475719
2457824.97284,0.998972450261,0.000471475719
2457824.97322,0.999552760727,0.000471475719
2457824.9736,1.00002301231,0.000471475719
2457824.97398,1.00056029976,0.000471475719
2457824.97437,0.999992996253,0.000471475719
2457824.97475,1.00023012312,0.000471475719
2457824.97513,1.0003061638,0.000471475719
2457824.9755,1.0002241199,0.000471475719
2457824.97588,1.00052027835,0.000471475719
2457824.97626,1.00013507226,0.000471475719
2457824.97663,1.00058031047,0.000471475719
2457824.97701,1.00103455349,0.000471475719
2457824.97739,1.00150180346,0.000471475719
2457824.97778,1.00033417879,0.000466664742276
2457824.97816,0.999635805156,0.000466664742276
2457824.97854,1.00093650103,0.000471475719
2457824.97894,1.00089247748,0.000466664742276
2457824.97932,1.00111359577,0.000466664742276
2457824.9797,1.00037520073,0.000466664742276
2457824.98007,1.00141675797,0.000466664742276
2457824.98045,1.00049026229,0.000466664742276
2457824.98083,1.00027414667,0.000466664742276
2457824.98121,1.00025213489,0.000466664742276
2457824.9816,1.00032017129,0.000466664742276
2457824.98201,1.00033117718,0.000466664742276
2457824.98238,1.00084445178,0.000466664742276
2457824.98276,1.00104956152,0.000466664742276
2457824.98314,1.00053928852,0.000466664742276
2457824.98351,1.00013207066,0.000461853765551
2457824.98389,0.999500732892,0.000461853765551
2457824.98427,0.999246596929,0.000461853765551
2457824.98465,1.00037820234,0.000461853765551
2457824.98502,1.00047525426,0.000461853765551
2457824.98541,1.00054028905,0.000461853765551
2457824.9858,1.00064134312,0.000461853765551
2457824.98618,0.999377667052,0.000461853765551
2457824.98657,1.00071438219,0.000461853765551
2457824.98694,1.00147078687,0.000461853765551
2457824.98733,1.00032817557,0.000461853765551
2457824.98772,0.999781883308,0.000461853765551
2457824.98809,1.00009204925,0.000461853765551
2457824.98847,1.00125867339,0.000466664742276
2457824.98885,1.00166989339,0.000461853765551
2457824.98924,0.999344649387,0.000466664742276
2457824.98962,1.00138874298,0.000466664742276
2457824.99,1.00036819699,0.000461853765551
2457824.99038,1.00096351548,0.000466664742276
2457824.99075,1.0008874748,0.000461853765551
2457824.99113,1.00123466054,0.000461853765551
2457824.99151,1.00072638862,0.000461853765551
2457824.99189,1.00003501874,0.000461853765551
2457824.99227,0.999452707198,0.000461853765551
2457824.99264,0.999461712016,0.000461853765551
2457824.99302,1.00087446784,0.000461853765551
2457824.99341,1.0,0.000461853765551
2457824.9938,0.998994462037,0.000461853765551
2457824.99418,1.00156683826,0.000461853765551
2457824.99455,1.00226721296,0.000461853765551
2457824.99493,1.00135272371,0.000461853765551
2457824.99532,1.00069036935,0.000461853765551
2457824.9957,1.00162887145,0.000461853765551
2457824.99608,1.0005613003,0.000461853765551
2457824.99645,1.00091548979,0.000461853765551
2457824.99683,1.00027114506,0.000461853765551
2457824.99723,0.999469716298,0.000461853765551
2457824.99761,0.999874933089,0.000461853765551
2457824.99798,1.00027814881,0.000461853765551
2457824.99836,1.00111659738,0.000461853765551
2457824.99874,1.00121865198,0.000461853765551
2457824.99912,1.00065735168,0.000461853765551
2457824.9995,1.00055729815,0.000461853765551
2457824.99987,1.00055129494,0.000461853765551
2457825.00025,0.999816902043,0.000461853765551
2457825.00062,1.00017109153,0.000461853765551
2457825.001,1.00058831475,0.000461853765551
2457825.00139,1.00065134847,0.000457042788827
2457825.00179,1.00048926176,0.000457042788827
2457825.00217,1.00088147159,0.000457042788827
2457825.00255,1.00144977563,0.000457042788827
2457825.00292,1.00121865198,0.000457042788827
2457825.0033,1.00105056205,0.000457042788827
2457825.00367,1.00088147159,0.000457042788827
2457825.00405,1.00058031047,0.000457042788827
2457825.00443,1.00059031582,0.000457042788827
2457825.00481,1.00123265947,0.000457042788827
2457825.00634,1.00011105942,0.000457042788827
2457825.00671,1.00135272371,0.000457042788827
2457825.00709,1.00034918681,0.000457042788827
2457825.00747,1.00064834687,0.000457042788827
2457825.00784,1.00005302837,0.000457042788827
2457825.00822,0.999653814791,0.000457042788827
2457825.0086,1.00026514185,0.000457042788827
2457825.00897,1.00067636185,0.000457042788827
2457825.00936,1.00123165894,0.000457042788827
2457825.00978,0.999831910072,0.000457042788827
2457825.01016,1.00024212954,0.000457042788827
2457825.01053,1.00019210277,0.000457042788827
2457825.01093,1.00015708404,0.000457042788827
2457825.01131,1.00036419484,0.000461853765551
2457825.01169,0.999766875278,0.000461853765551
2457825.01244,0.999848919172,0.000461853765551
2457825.01282,1.00108658132,0.000461853765551
2457825.0132,1.00087746945,0.000466664742276
2457825.01358,0.999482723257,0.000466664742276
2457825.01395,1.00063133777,0.000466664742276
2457825.01434,1.00052227942,0.000466664742276
2457825.01472,0.99949272861,0.000471475719
2457825.01509,1.00171791909,0.000471475719
